Index,Dataset,Average number of tokens,Number of unique tokens,Minimum number of tokens,Maximum number of tokens,Mean distance,Fisher ratio,CalHara Index,DaBou Index,Number of cluster,Pearson Med,Number of labels,Kurtosis,Misclassification rate,Number of classes,ASR_TextFooler,ASR_PWWS,ASR_BERT,ASR_DeepWordBug
168,yelp_review_polarity,186.3933333,9238,6,1327,0.450497054,1.508656843,1354.773845,2.001907552,2,0,2,1,0.92,2,0.76,0.79,0.83,0.37
169,amazon_review_polarity,99.40222222,8947,13,259,0.347537816,2.097972447,1883.979258,2.279386172,5,0,2,1,0.57,2,0.75,0.8,0.86,0.32
170,dbpedia,66.98666667,9721,11,204,0.615631549,1.358525639,92.58874741,1.868693667,16,0.13764944,14,3.653086981,0.93,14,0.47,0.38,0.57,0.06
171,amazon_review_polarity,99.52555556,9010,19,294,0.355644389,2.085802519,1873.050662,2.396065461,3,0,2,1,0.6,2,0.57,0.55,0.71,0.36
172,amazon_review_polarity,98.68555556,8936,11,457,0.347423341,2.109440275,1894.277367,2.341087049,2,0,2,1,0.56,2,0.78,0.76,0.87,0.24
173,amazon_review_polarity,94.88666667,8820,18,255,0.354442956,2.065014762,1854.383256,2.307060349,4,0,2,1,0.9,2,0.83,0.78,0.86,0.23
174,amazon_review_polarity,99.94,9248,16,474,0.353539421,2.081202674,1868.920001,1.89038632,3,0,2,1,0.8,2,0.75,0.8,0.85,0.36
175,amazon_review_polarity,99.76555556,9084,15,429,0.353640445,2.062108959,1851.773845,2.17482526,5,0,2,1,0.86,2,0.79,0.81,0.86,0.27
176,amazon_review_full,103.3888889,9216,16,526,0.253359024,2.049624427,458.6034656,2.398065077,2,-0.434372243,5,2.357336867,0.81,5,0.91,0.97,0.99,0.63
177,amazon_review_full,101.8655556,9038,17,367,0.259750414,2.055768248,459.9781455,2.339766242,4,-0.523822722,5,1.422934637,0.83,5,0.91,0.99,0.98,0.76
178,yelp_review_polarity,189.9044444,9424,7,1533,0.446559174,1.502445658,1349.196201,1.544821104,2,0,2,1,0.74,2,0.77,0.75,0.77,0.2
179,ag_news,46.29333333,7425,16,207,0.432288781,1.98348189,592.3999245,2.021503631,11,0.90913729,4,2,0.83,4,0.53,0.48,0.5,0.13
180,dbpedia,67.61666667,9620,9,182,0.625100788,1.323915847,90.22995698,2.047459182,10,0.818393207,14,2.886020653,0.93,14,0.43,0.29,0.57,0.05
181,yelp_review_full,180.1822222,8942,6,1092,0.323921833,1.477330589,330.5527194,1.951869116,2,-0.590878948,5,1.588897146,0.81,5,0.89,0.86,0.86,Nan
182,ag_news,47.19,7437,10,386,0.424164863,2.017926694,602.6874392,2.680406485,2,-1.075705748,4,2.182857143,0.97,4,0.62,0.59,0.59,0.17
183,dbpedia,66.11333333,9540,11,182,0.616862871,1.360204502,92.70316834,1.933486741,11,0.439414504,14,2.616921684,0.96,14,0.42,0.29,0.51,0.11
184,amazon_review_polarity,98.70888889,8989,21,258,0.357744897,2.064253521,1853.699662,2.180514126,2,0,2,1,0.89,2,0.74,0.71,0.77,0.32
185,dbpedia,65.66666667,9525,10,192,0.626355297,1.343182796,91.54307362,2.147365548,9,0.916189922,14,3.866632627,0.89,14,0.43,0.32,0.56,0.04
186,dbpedia,65.69,9570,11,145,0.620368502,1.356236539,92.4327364,1.64452294,17,0.097823198,14,1.630663217,0.93,14,0.52,0.37,0.63,0.06
187,dbpedia,65.19,9552,11,214,0.613932015,1.364117541,92.96985701,1.857149281,10,-0.308639362,14,3.756132413,0.92,14,0.46,0.28,0.58,0.09
188,ag_news,45.31555556,7323,13,209,0.430912957,2.008769341,599.9524433,2.109242462,6,1.275585608,4,2.245140285,0.81,4,0.65,0.61,0.63,0.21
189,amazon_review_full,101.2455556,9017,22,343,0.259772999,2.032037299,454.6683456,2.380973611,3,0,5,1.389945468,0.79,5,0.87,0.99,0.98,0.68
190,amazon_review_polarity,98.35555556,8885,19,500,0.355732283,2.090105858,1876.91506,2.343727075,4,0,2,1,0.69,2,0.8,0.83,0.92,0.34
191,yelp_review_polarity,196.5122222,9569,5,1508,0.457783591,1.503688912,1350.312643,2.538648255,2,0,2,1,0.95,2,0.71,0.67,0.78,0.22
192,dbpedia,64.35888889,9426,5,163,0.617307383,1.353979675,92.27892245,1.820441907,14,-1.025405437,14,1.782130267,0.96,14,0.48,0.37,0.6,0.11
193,ag_news,46.40555556,7385,16,211,0.42321833,2.029745831,606.2174216,2.456637254,2,1.474617457,4,2.297959551,0.88,4,0.68,0.59,0.56,0.18
194,ag_news,44.94888889,7247,10,198,0.426661245,2.016770794,602.3422104,2.543873582,2,0,4,1.852071006,0.85,4,0.62,0.59,0.53,0.21
195,yelp_review_polarity,186.7844444,9242,6,1321,0.457060443,1.484273328,1332.877449,1.720528371,2,0,2,1,0.86,2,0.83,0.8,0.8,0.33
196,dbpedia,65.95555556,9543,11,138,0.619841216,1.356225138,92.43195937,1.811432541,15,-0.587486011,14,2.292956715,0.93,14,0.49,0.38,0.68,0.09
197,amazon_review_polarity,99.85111111,9257,18,320,0.355770302,2.063499339,1853.022406,2.310745273,4,0,2,1,0.78,2,0.78,0.8,0.84,0.28
198,amazon_review_polarity,102.2633333,8951,20,442,0.355858033,2.06149298,1851.220696,2.442797122,3,0,2,1,0.62,2,0.69,0.67,0.83,0.37
199,yelp_review_polarity,189.0711111,9441,3,1285,0.451607484,1.514931361,1360.408362,2.030345923,2,0,2,1,0.87,2,0.67,0.64,0.55,0.26
200,amazon_review_full,103.8722222,9298,16,298,0.514480058,2.072987331,463.8309153,2.356080267,4,0,5,1.304395604,0.95,5,0.62,0.98,Nan,0.76
201,yelp_review_full,182.0233333,9036,6,1235,0.659852563,1.483441749,331.9200912,1.825865577,3,0.768675058,5,3.012990123,0.78,5,0.77,0.97,Nan,Nan
202,yelp_review_full,193.9055556,9139,4,1180,0.650073813,1.433209751,320.6806817,1.656943451,2,0.223855665,5,2.386210882,0.79,5,0.69,0.97,Nan,Nan
203,yahoo_answers,55.76111111,6000,3,362,0.332357951,2.502571488,247.4765138,2.258317154,6,0.117996895,10,1.582274409,0.91,10,0.9,0.87,0.84,0.55
204,yahoo_answers,57.35777778,6208,3,422,0.336127327,2.537875041,250.967643,2.673656645,3,0.258390361,10,3.92618144,1,10,0.9,0.91,0.85,0.54
205,yelp_review_full,193.3566667,9139,5,1115,0.331090224,1.430582094,320.0927436,1.96438316,3,-1.544055038,5,1.615828253,0.88,5,0.87,0.94,Nan,Nan
206,yelp_review_full,186.2944444,8976,7,1262,0.326497372,1.446012912,323.5453892,1.917673152,2,0.620468362,5,1.765332013,0.8,5,0.92,0.93,Nan,Nan
207,yelp_review_full,186.6844444,8981,4,1376,0.321183574,1.450727854,324.6003572,2.120189579,2,-1.493914782,5,1.439562196,0.85,5,0.88,0.95,Nan,0.53
208,amazon_review_full,99.82333333,8922,19,377,0.25268088,2.080669244,465.5497434,2.42005469,5,1.012220413,5,1.556207511,0.96,5,0.84,0.94,0.97,0.63
209,yelp_review_full,184.1688889,9009,4,1344,0.323218629,1.466000474,328.0176061,1.805077492,2,-0.446223088,5,1.568055447,0.94,5,0.89,0.94,Nan,Nan
210,yelp_review_full,197.4766667,9093,8,1268,0.318121422,1.47524619,330.086335,1.900758777,2,-2.129221005,5,1.175744412,0.9,5,0.79,0.95,Nan,0.65
211,amazon_review_full,100.6455556,8995,20,260,0.254123923,2.099277037,469.713237,2.597881718,3,1.193335926,5,1.521182503,0.81,5,0.89,0.97,0.98,0.64
212,yelp_review_full,187.9544444,9032,5,1218,0.325320837,1.457143681,326.0358985,2.040987594,2,-1.194849352,5,1.9902922,0.8,5,0.83,0.96,Nan,0.57
213,amazon_review_full,99.86555556,8940,18,369,0.259033587,2.04865212,458.3859119,2.330413976,5,-0.511495755,5,1.663737155,0.87,5,0.92,0.98,0.87,0.53
214,amazon_review_full,102.3922222,9117,20,343,0.254643394,2.044705519,457.50286,2.131630447,4,1.419696906,5,2.755473599,0.94,5,0.94,0.94,0.97,0.72
215,amazon_review_full,98.89111111,9139,19,458,0.252949861,2.074915637,464.2623737,2.59228683,3,1.373893698,5,2.872449439,0.81,5,0.92,0.98,0.94,0.63
216,yelp_review_full,191.5788889,9273,6,1375,0.321944179,1.473538835,329.7043143,1.730668406,2,0,5,1.652362789,0.82,5,0.88,0.9,Nan,0.58
217,yelp_review_full,183.2066667,9161,4,1239,0.321253772,1.504356139,336.5996862,1.748782344,2,0,5,1.88781757,0.81,5,0.91,0.94,Nan,0.57
218,amazon_review_full,103.4211111,9159,19,295,0.259509571,2.037252126,455.8351633,2.865110568,2,0.339031752,5,1.572141239,0.91,5,0.94,0.97,0.88,0.48
219,yahoo_answers,59.85333333,6328,3,1344,0.326736267,2.600624141,257.1728318,2.059780374,2,-0.218449176,10,2.018113037,0.96,10,0.87,0.9,0.86,0.52
220,yelp_review_full,185.0522222,9110,8,1382,0.331852294,1.461484712,327.0072044,2.091747106,2,0,5,1.959295349,0.79,5,0.92,0.97,Nan,0.55
221,yelp_review_full,187.58,9131,5,1318,0.325535485,1.492297525,333.9015712,1.891010543,2,-0.417634535,5,2.31611682,0.88,5,0.88,0.91,Nan,Nan
222,amazon_review_full,104.0055556,9148,18,385,0.255111326,2.031636476,454.5786614,3.152279724,2,-0.829925003,5,2.196133555,0.81,5,0.9,0.98,0.99,0.66
223,yelp_review_full,186.9622222,9256,5,1343,0.326585671,1.473011468,329.586316,1.834242429,2,-2.067122888,5,1.345635693,0.82,5,0.81,0.82,Nan,0.51
250,banking77__10,16.13777778,1084,5,89,0.713428359,1.473484628,145.7112577,1.37552669,2,-1.161035296,10,2.278128392,0.92,10,0.94,0.94,0.97,0.79
251,amazon_review_full,99.88555556,8998,16,255,0.518098796,2.046063879,457.8067928,1.898876153,2,-0.689609619,5,1.421034676,0.98,5,0.74,0.96,1,0.64
252,banking77__4,16.60666667,1090,6,85,0.636206974,1.589804988,474.8217565,1.836998904,10,0.196536535,4,1.536978025,0.98,4,0.91,0.9,Nan,0.67
253,banking77__4,15.93555556,1118,5,85,0.638993544,1.578168166,471.3462257,1.869978801,7,-0.993883735,4,1.733491969,1,4,0.88,0.96,Nan,0.66
254,ag_news,45.32222222,7211,13,208,0.8466358,2.007184404,599.4790754,2.124905881,9,0.861640437,4,2.141482162,0.86,4,0.55,0.62,0.63,0.13
255,banking77__2,16.29333333,1095,4,80,0.779400442,1.637980887,1470.906837,1.912829132,5,0,2,1,0.55,2,0.75,0.8,Nan,0.45
256,tweet_eval_emoji_10,23.05222222,4197,5,61,0.448933126,2.681340015,265.1547348,1.663825168,6,1.582053169,10,3.688684736,0.96,10,0.49,0.61,Nan,0.73
257,banking77__2,16.56111111,1132,5,80,0.783147178,1.60988215,1445.67417,1.72493754,2,0,2,1,0.96,2,0.73,0.87,0.78,0.44
258,banking77__14,16.75,1135,6,98,0.736770907,1.411656559,96.20982393,1.913689555,6,0.402626467,14,3.260017982,0.9,14,0.82,0.9,0.97,0.84
259,tweet_eval_emoji_10,23.56777778,4235,5,50,0.448328403,2.702001874,267.1979631,1.925466569,5,1.483202314,10,2.290980247,0.92,10,0.58,0.7,Nan,0.72
260,banking77__5,16.40222222,1159,5,80,0.622345096,1.573298805,352.0256077,1.782210279,2,0,5,1.977109292,0.84,5,0.86,0.92,0.93,0.82
261,banking77__10,16.21444444,1086,5,72,0.696095101,1.477111891,146.0699537,1.858754405,3,0.323247837,10,2.556799484,0.91,10,0.86,0.94,Nan,0.84
262,tweet_eval_emoji_14,23.12,4278,4,67,0.560610702,2.602203033,177.3501452,1.684833638,5,1.045459618,14,5.77971937,0.88,14,0.59,0.77,Nan,0.74
263,banking77__5,16.13888889,1093,6,80,0.633042767,1.548089462,346.3850171,1.758697816,6,0.443775329,5,2.13083376,0.99,5,0.9,0.88,Nan,0.79
264,tweet_eval_emoji_10,23.32111111,4224,5,49,0.425411673,2.707838929,267.775183,2.137276565,3,1.095672389,10,4.652485572,0.96,10,0.61,0.7,Nan,0.73
265,banking77__5,16.58,1135,5,98,0.630979983,1.576600292,352.7643154,1.849356273,6,1.615492088,5,1.301770639,0.86,5,0.9,0.91,Nan,0.82
266,tweet_eval_emoji_10,23.35777778,4183,5,54,0.447152389,2.662933658,263.3345506,1.941928427,4,1.507861372,10,4.447564746,0.96,10,0.48,0.61,Nan,0.7
267,dbpedia,65.21222222,9486,10,173,1.238118788,1.359735117,92.67117799,1.711373747,12,-0.122293446,14,2.366887105,0.93,14,0.33,0.39,0.62,0.09
268,yahoo_answers,58.65333333,6417,3,1169,0.664490364,2.523484142,249.544543,2.110161969,5,-0.129774101,10,1.397078597,0.91,10,0.81,0.9,Nan,0.58
269,banking77__4,16.99222222,1139,5,73,0.630271849,1.584171368,473.1391818,1.707743504,2,0.572077554,4,1.809586777,0.76,4,0.85,0.9,Nan,0.73
270,tweet_eval_emoji_5,23.23888889,4221,5,48,0.410415395,2.839940517,635.4366907,1.850286398,3,0.9664386,5,2.780972633,0.81,5,0.65,0.8,Nan,0.68
271,tweet_eval_emoji_2,23.63888889,4293,5,56,0.496651035,2.877130863,2583.663515,1.631163437,5,0,2,1,1,2,0.41,0.53,Nan,0.31
272,tweet_eval_emoji_2,23.80555556,4312,5,57,0.492616321,2.879378488,2585.681882,2.550654079,2,0,2,1,1,2,0.33,0.45,Nan,0.38
273,amazon_review_full,99.09888889,8933,20,263,0.522969517,2.015274528,450.9176757,2.367009927,2,-1.303116728,5,1.254004984,0.89,5,0.72,0.98,0.98,0.78
274,ag_news,46.34,7406,15,207,0.861291976,2.006757835,599.3516733,2.283835747,2,-1.111873975,4,2,0.89,4,0.58,0.63,0.56,0.18
275,tweet_eval_emoji_2,22.95444444,4121,5,59,0.495033846,2.859006567,2567.387897,2.014809821,3,0,2,1,0.49,2,0.43,0.57,Nan,0.4
276,tweet_eval_emoji_2,23.1,4250,5,56,0.491835023,2.908030142,2611.411067,2.225659183,4,0,2,1,1,2,0.38,0.47,Nan,0.38
277,amazon_review_polarity,96.99888889,8879,17,462,0.703455297,2.104288231,1889.650832,2.105606431,4,0,2,1,0.99,2,0.53,0.69,0.92,0.33
278,yelp_review_full,181.9511111,9083,6,1229,0.631262221,1.503124303,336.3240628,2.130504679,2,0.377365954,5,1.386997276,0.83,5,0.68,0.93,Nan,0.63
279,tweet_eval_emoji_4,23.13444444,4267,6,58,0.411651143,2.85880872,853.8308709,1.540034136,5,0.239593037,4,1.747359277,0.98,4,0.31,0.39,Nan,0.64
280,yahoo_answers,58.94888889,6305,3,1173,0.66827437,2.560618411,253.2167095,3.072128791,3,0.126502352,10,2.504557788,0.92,10,0.77,0.88,Nan,0.54
281,yelp_review_full,189.6666667,9046,6,1028,0.656867874,1.466685009,328.1707707,1.841754376,2,0,5,1.905439235,0.82,5,0.7,0.96,Nan,0.6
282,dbpedia,65.70111111,9610,11,195,1.233006866,1.355085209,92.35426889,1.809725807,14,0.344648694,14,2.580066793,0.94,14,0.35,0.36,Nan,0.1
283,amazon_review_full,99.50888889,8974,19,322,0.513102051,2.06621598,462.3158255,2.369740219,4,-1.311557656,5,1.338481609,0.88,5,0.75,0.96,Nan,0.68
284,banking77__10,16.33444444,1090,5,73,0.70212005,1.466147356,144.985683,2.046877245,2,-0.173668817,10,1.557511374,0.91,10,0.92,0.97,Nan,0.83
285,ag_news,47.70555556,7326,16,306,0.851946589,2.029437655,606.1253798,3.014595778,3,0.171498585,4,1.210560041,0.87,4,0.64,0.65,0.61,0.25
286,yelp_review_polarity,186.5855556,9120,6,1219,0.905948137,1.481936864,1330.779304,1.86540102,2,0,2,1,0.81,2,0.44,0.63,Nan,0.33
287,banking77__10,16.89222222,1166,5,98,0.699657704,1.494437195,147.7832338,2.051230168,2,0.651217145,10,2.438589951,0.9,10,0.86,0.94,0.97,0.81
288,ag_news,45.82444444,7358,7,207,0.848985018,2.042557302,610.043781,1.803766895,11,-1.476203494,4,2.304715394,0.81,4,0.55,0.63,0.58,0.16
289,dbpedia,65.72888889,9573,11,166,1.207356987,1.377844604,93.90540918,1.911883588,12,-0.102671246,14,2.042979036,0.91,14,0.3,0.3,Nan,0.09
290,banking77__4,16.25222222,1094,4,70,0.630454295,1.600641863,478.0583697,1.921278228,4,0.113551675,4,1.5779345,0.76,4,0.94,0.96,0.91,0.65
291,banking77__14,16.41444444,1084,6,72,0.743981298,1.423583654,97.02270133,1.876167147,9,0.424316457,14,3.162987596,0.93,14,0.89,0.91,Nan,0.77
292,tweet_eval_emoji_5,23.22,4293,5,51,0.407680445,2.825556676,632.2183062,1.944530039,6,1.167306338,5,2.893191449,0.81,5,0.62,0.73,Nan,0.72
293,tweet_eval_emoji_14,22.98111111,4181,5,52,0.54972792,2.613493678,178.119646,2.147818894,5,0.788366932,14,7.269069419,0.88,14,0.59,0.72,Nan,0.75
294,banking77__14,16.39666667,1139,4,98,0.731164712,1.443585797,98.3859243,1.809113524,3,0.111939519,14,2.301368079,0.96,14,0.86,0.91,0.97,0.81
295,tweet_eval_emoji_10,23.30888889,4188,5,49,0.433738862,2.674789384,264.5069502,1.683265991,2,1.291481987,10,2.83634902,0.96,10,0.62,0.67,Nan,0.67
296,tweet_eval_emoji_5,23.02888889,4230,5,47,0.413193649,2.81245386,629.2865511,1.859602278,5,0.22981928,5,2.267655227,0.8,5,0.59,0.73,Nan,0.67
297,dbpedia,64.23555556,9405,6,149,1.234090641,1.35240038,92.17128745,1.759577678,14,0.302714078,14,2.637449683,0.89,14,0.41,0.44,0.65,0.08
298,ag_news,46.24333333,7431,15,268,0.836532337,2.047564178,611.5391679,2.503210252,4,-0.303045763,4,1.580174927,0.77,4,0.63,0.66,Nan,0.19
299,banking77__4,16.49777778,1176,5,95,0.641004088,1.585098062,473.4159545,1.798395092,2,0.306541216,4,1.963996749,0.76,4,0.84,0.92,Nan,0.69
300,banking77__4,16.78555556,1166,6,98,0.635181724,1.607789202,480.1930416,1.803659024,2,0.996927796,4,2.162595506,0.72,4,0.9,0.95,,
301,banking77__4,16.82888889,1181,5,98,0.628750673,1.615492928,482.493888,1.751452381,13,0,4,1.64,0.97,4,0.86,0.91,0.93,0.65
302,banking77__4,16.29111111,1126,6,89,0.637927382,1.588410025,474.4051276,1.840590269,13,-0.418039809,4,2,0.8,4,0.82,0.92,Nan,0.69
303,banking77__4,16.12888889,1133,5,75,0.638373784,1.588728034,474.5001061,1.872224552,7,0.527046277,4,1.945276635,0.76,4,0.86,0.92,Nan,0.78
304,banking77__4,15.88222222,1083,6,80,0.637994461,1.590673825,475.0812491,1.814879265,2,1.371988681,4,2.287069076,0.72,4,0.91,0.96,Nan,0.59
305,banking77__4,16.68111111,1142,5,89,0.641905675,1.587781596,474.2174367,1.855387675,2,-0.468521286,4,1.437834622,0.76,4,0.88,0.97,Nan,0.79
306,banking77__4,16.50555556,1149,5,83,0.63530718,1.611573123,481.3231726,1.481572048,2,0.95923292,4,1.911808837,0.88,4,0.85,0.96,0.91,0.71
307,banking77__4,16.57222222,1100,6,80,0.643303896,1.567180312,468.0645198,1.800490158,9,-0.507092553,4,1.845714286,0.91,4,0.88,0.95,0.9,0.65
308,banking77__4,16.90555556,1113,5,69,0.630010218,1.57289575,469.7715306,2.148011162,2,0,4,1.720897116,0.74,4,0.88,0.95,Nan,0.71
309,banking77__4,16.70111111,1149,6,71,0.637583642,1.587876962,474.2459193,2.096694562,3,0,4,1.293115339,0.93,4,0.9,0.94,0.91,0.69
310,banking77__4,16.27777778,1086,6,66,0.639322978,1.592505306,475.6282513,1.750477474,2,-0.32349832,4,1.221200649,1,4,0.88,0.95,0.9,0.69
311,banking77__4,16.51666667,1099,5,72,0.628641037,1.577762687,471.2251226,1.853010969,2,1.459538318,4,2.303180096,0.83,4,0.83,0.88,Nan,0.77
312,banking77__4,16.57777778,1108,5,64,0.638412352,1.570821129,469.1519104,1.794252005,5,0.762000762,4,1.700312175,0.73,4,0.9,0.96,Nan,0.73
313,banking77__4,16.32222222,1168,6,98,0.622458573,1.62090417,484.1100455,1.880377969,2,0.635998728,4,2.06249211,0.94,4,0.89,0.97,Nan,0.67
314,banking77__4,16.58777778,1108,6,95,0.637661449,1.592574387,475.6488836,1.797670648,2,-1.279204298,4,2.26446281,0.8,4,0.87,0.98,Nan,0.69
315,banking77__4,16.12777778,1094,6,98,0.639699555,1.59239308,475.5947332,2.069004856,2,-0.458087939,4,1.246154259,0.74,4,0.91,0.93,Nan,0.76
316,banking77__4,16.58666667,1130,5,70,0.622362307,1.592826576,475.7242041,1.828053961,5,0.842483934,4,1.657425191,0.92,4,0.95,0.92,Nan,0.62
317,banking77__4,16.68333333,1138,6,69,0.633166696,1.596850521,476.9260224,1.846440243,2,1.315937338,4,2.247148498,0.73,4,0.9,0.95,Nan,0.67
318,banking77__4,16.29888889,1129,5,72,0.630061414,1.586856951,473.9412761,1.738040302,4,-1.553675412,4,2.315775624,1,4,0.87,0.94,0.9,0.74
319,banking77__4,16.62444444,1118,6,63,0.641108067,1.585057577,473.4038631,2.00630987,2,0.768921892,4,2.118439981,0.79,4,0.86,0.92,0.92,0.67
320,banking77__4,15.72,1081,5,66,0.638704626,1.593941213,476.0571091,1.79474061,3,1.477097892,4,2.308539945,0.95,4,0.9,0.94,Nan,0.63
321,banking77__4,15.99666667,1086,6,80,0.636408084,1.59821754,477.3343052,1.915659498,3,1.622214211,4,2.328306145,0.96,4,0.85,0.96,Nan,0.67
322,banking77__4,16.18222222,1106,5,76,0.633369432,1.594089727,476.1014653,1.884339577,3,-0.513264903,4,2.054812588,0.82,4,0.92,0.94,Nan,0.71
323,banking77__4,16.94555556,1174,6,89,0.631288202,1.605409961,479.4824416,1.706721627,2,0.108394406,4,1.184124236,0.82,4,0.91,0.97,0.88,0.7
324,banking77__4,16.12666667,1073,4,75,0.637834527,1.599695652,477.7757681,1.764921617,2,-0.286038777,4,1.333553719,0.96,4,0.82,0.87,0.92,0.79
325,banking77__4,16.28888889,1142,5,98,0.625684722,1.59625536,476.7482676,1.804174678,2,0.492365964,4,1.398700813,0.79,4,0.86,0.93,0,0
326,banking77__4,16.57333333,1123,5,89,0.641574068,1.587939329,474.2645464,2.015088723,7,-0.640792108,4,1.387451494,0.79,4,0.88,0.93,Nan,0.71
327,banking77__4,16.68444444,1122,5,70,0.631198725,1.593853626,476.0309498,1.801210901,2,0,4,1.778546713,0.76,4,0.89,0.96,Nan,0.72
328,banking77__4,16.52666667,1156,6,80,0.62559372,1.608886712,480.5208314,2.247106105,2,-0.316227766,4,1.834074074,0.75,4,0.86,0.93,Nan,0.69
329,banking77__4,16.84222222,1117,6,70,0.629134837,1.589344384,474.6841894,1.858809065,2,0,4,1.951814396,0.83,4,0.88,0.96,Nan,0.6
330,banking77__4,16.85333333,1159,6,79,0.634071688,1.58759178,474.1607449,1.629525965,2,-0.592637758,4,2.054824509,0.74,4,0.77,0.92,Nan,0.73
331,banking77__4,16.44888889,1130,6,72,0.635105981,1.589599344,474.7603375,1.896956206,4,0.29261524,4,1.967103058,0.76,4,0.88,0.96,Nan,0.74
332,banking77__4,15.88666667,1137,5,95,0.633793431,1.589249163,474.65575,1.785476311,10,1.278019301,4,2.258106996,0.93,4,0.89,0.93,Nan,0.64
333,banking77__4,16.44222222,1120,6,63,0.624239862,1.592687353,475.6826227,1.658518207,2,-1.477097892,4,2.308539945,0.78,4,0.84,0.95,Nan,0.78
334,banking77__4,16.26888889,1133,5,69,0.628159533,1.598325834,477.3666491,1.723378994,11,-0.430508683,4,1.786608187,0.74,4,0.88,0.89,Nan,0.68
335,banking77__4,16.25111111,1125,5,98,0.652043119,1.592523853,475.6337909,1.895667575,2,0.166154633,4,1.403816478,0.74,4,0.84,0.95,Nan,0.71
336,banking77__4,16.63222222,1128,4,89,0.624947158,1.607470972,480.097997,2.520539466,2,0.230089497,4,1.5216609,1,4,0.92,0.95,Nan,0.7
337,banking77__4,16.25666667,1164,6,98,0.619202339,1.579634886,471.784286,1.735587262,5,0.777481583,4,1.807529517,0.93,4,0.89,0.96,,
338,banking77__4,15.93888889,1069,5,74,0.638671265,1.598357555,477.3761231,1.751099104,3,-0.948683298,4,2.106496,0.73,4,0.85,0.9,Nan,0.74
339,banking77__4,16.67777778,1154,5,80,0.634854104,1.593673564,475.9771712,2.01731357,4,0.760469101,4,1.938307447,0.96,4,0.85,0.9,Nan,0.59
340,banking77__4,16.16666667,1132,5,89,0.64950181,1.583966542,473.0780071,1.788910687,10,-0.442325868,4,1.697542533,0.7,4,0.85,0.96,0.93,0.71
341,banking77__4,16.27333333,1160,6,85,0.627055927,1.602154131,478.5100339,2.267963935,2,-0.996927796,4,2.162595506,0.81,4,0.85,0.9,0.92,0.75
342,banking77__4,16.18666667,1129,5,85,0.637578423,1.581454908,472.327866,1.987622369,5,-0.426401433,4,1.510254056,0.76,4,0.96,0.96,Nan,0.66
343,banking77__4,16.24555556,1095,4,98,0.626020837,1.594856164,476.3303744,1.62712046,2,0.410074914,4,2,0.74,4,0.83,0.9,Nan,0.7
344,banking77__4,16.40666667,1117,6,74,0.643392093,1.583847443,473.0424362,1.809387164,3,-1.250531802,4,2.118303908,0.75,4,0.82,0.91,Nan,0.69
345,banking77__4,16.52333333,1097,7,85,0.641355536,1.588512485,474.4357288,1.892571296,4,-1.254119426,4,2.135733811,0.95,4,0.91,0.92,0.93,0.68
346,banking77__4,15.88222222,1090,5,85,0.63340223,1.584338628,473.189137,1.777429694,2,-0.593442426,4,1.520907372,0.81,4,0.9,0.94,Nan,0.69
347,banking77__4,16.77555556,1135,5,73,0.634497657,1.584567588,473.2575196,1.7583124,9,-1,4,2.185185185,0.73,4,0.9,0.91,Nan,0.69
348,banking77__4,16.32111111,1121,5,72,0.630794784,1.588060982,474.3008798,1.536309331,2,-0.276172385,4,1.87130135,0.93,4,0.88,0.92,Nan,0.73
349,banking77__4,16.31888889,1078,5,65,0.635751315,1.584956724,473.3737417,1.663643186,2,-1.214461357,4,2.160568674,0.97,4,0.89,0.95,Nan,0.62
350,yelp_review_full,178.8888889,8965,4,1360,0.654824893,1.457921949,326.2100361,1.797585449,3,0,5,2.5,0.84,5,0.56,0.91,Nan,0.62
351,banking77__14,17.11888889,1168,5,83,0.738386337,1.430816129,97.51562236,1.702832408,4,0.954291327,14,4.630003281,0.95,14,0.89,0.91,0.92,0.76
352,amazon_review_full,98.19333333,8966,15,252,0.511285063,2.056357781,460.1100535,2.123883104,2,0.239578712,5,2.281113338,0.85,5,0.73,0.98,0.99,0.65
353,tweet_eval_emoji_10,23.38444444,4334,6,61,0.448536967,2.74526943,271.4766436,1.556533455,5,1.521632688,10,3.874296095,0.96,10,0.51,0.69,Nan,0.71
354,yelp_review_full,178.0977778,8981,6,1104,0.643978469,1.49172373,333.7731847,1.73035741,2,-0.452267017,5,2.216942149,0.83,5,0.7,0.92,Nan,0.62
355,tweet_eval_emoji_4,22.6,4182,5,59,0.401532525,2.838064039,847.6351263,2.203281421,3,1.174329349,4,2.158163848,1,4,0.55,0.76,Nan,0.67
356,tweet_eval_emoji_2,22.90666667,4239,5,57,0.499095243,2.891742368,2596.784646,1.926827351,3,0,2,1,1,2,0.42,0.61,Nan,0.42
357,banking77__4,16.54555556,1125,5,89,0.629006483,1.581868185,472.4512979,1.699480573,3,0.46291005,4,2,0.74,4,0.93,0.98,Nan,0.77
358,tweet_eval_emoji_2,23.05888889,4196,5,52,0.495818863,2.865054515,2572.818955,1.977223428,5,0,2,1,1,2,0.37,0.49,0.58,0.36
359,tweet_eval_emoji_4,23.43222222,4239,5,50,0.41598041,2.887288218,862.3367477,2.038548566,4,0.452061581,4,1.981025424,0.85,4,0.53,0.71,Nan,0.72
